2.554935,3.536802
3.867805,0.366325
3.060987,2.149636
0.853839,3.722307
2.771224,2.196888
4.490744,1.029925
2.617491,2.677396
3.264812,1.484625
2.858750,2.320574
2.820532,2.502710
2.090734,0.489825
2.894777,2.108931
1.773771,2.965444
1.363808,3.443158
1.502907,3.084967
2.657399,3.271139
3.447036,0.844593
2.344984,1.400105
3.189451,2.141989
1.590381,2.624909
2.860083,2.403438
1.295611,3.458584
2.616351,2.469001
2.549429,2.455284
2.752081,2.771411
2.970581,1.009570
1.996573,2.568388
1.032955,3.965347
2.702690,3.303143
3.698949,1.580870
2.370433,1.596280
3.737261,1.430244
2.146799,3.169860
1.982507,3.389833
2.165132,2.031257
0.874666,3.823824
-0.691521,4.413543
1.472785,3.508269
1.657930,3.903768
3.414709,1.341817
1.826936,2.560756
3.263665,1.539203
2.099894,3.184432
3.788787,0.344233
1.135376,4.026108
1.645328,3.358178
2.970618,2.049420
4.089789,1.177466
1.434969,3.925760
3.407504,2.046538
-2.203492,3.033903
-2.656574,2.282419
-2.035787,2.196422
-2.940107,2.470105
-1.492364,3.810538
-0.841643,2.967391
-0.217763,3.464262
-3.388255,2.390142
-2.618369,2.542197
-3.758629,1.516953
-1.999906,2.459663
-1.989052,3.638356
-2.902648,1.603441
-3.496954,1.353242
-2.563263,2.036867
-3.021680,1.582106
-3.712502,1.219027
-0.759427,3.577162
-2.507020,3.187297
-3.171997,1.773925
-3.653354,1.762183
-2.032436,2.018499
-2.330285,2.809250
-2.392500,2.457434
-1.198929,3.121554
-3.124569,3.121730
-1.459851,3.984325
-2.846380,3.111669
-4.465657,0.538739
-3.182362,2.039870
-3.325971,2.012286
-0.765823,3.475808
-2.787477,1.214955
-1.508671,3.457212
-1.914011,3.945577
-2.494511,2.606005
-2.257862,2.293372
-2.638625,2.005495
-2.426695,2.069725
-2.561641,2.213293
-4.211538,1.926640
-1.579403,3.381622
-3.164479,2.372988
-1.819680,3.153011
-2.629790,2.762678
-1.504938,2.793004
-1.727339,2.879168
-2.046415,2.392035
-2.134029,2.677508
-3.019941,1.328274
-2.663921,-2.175165
-1.568387,-2.289350
-2.856182,-1.460639
-1.058742,-2.692643
-3.241309,-1.128719
-2.544230,-2.248525
-1.871102,-2.838082
-2.087413,-3.727006
-3.330837,-2.741066
-3.206936,-2.568580
-3.702991,-1.469295
-2.999630,-2.917914
-1.262294,-4.210915
-0.999361,-4.904405
-2.469039,-2.667401
-3.452135,-2.139636
-1.918455,-3.173838
-2.904641,-0.786684
-0.937351,-3.850179
-2.066983,-2.224088
-3.260694,-1.974430
-2.843374,-3.272979
-1.884125,-1.289235
-3.532454,-1.272903
-2.327231,-1.993203
-1.452288,-3.475437
-2.806224,-1.221016
-3.465934,-2.533394
-1.836905,-3.085441
-1.936240,-2.919566
-2.228590,-2.199158
-2.632566,-3.338848
-2.350190,-3.309881
-3.519977,-2.603459
-3.098748,-1.183679
-3.232550,-0.897891
-1.966720,-4.168168
-3.440011,-1.821076
-2.938082,-2.762942
-3.630401,-1.201762
-2.043416,-2.637772
-1.467850,-3.130649
-1.825440,-3.301135
-1.089819,-2.804802
-1.706806,-3.640356
-2.710850,-2.528989
-2.665505,-2.600180
-3.192056,-2.177261
-2.955186,-1.172893
-1.707809,-2.995973
2.676481,-1.371592
2.847336,-3.131238
1.293958,-3.637782
3.619609,-2.907311
3.748419,-0.741639
3.895816,-2.023868
1.382462,-2.899718
3.168832,-1.938475
0.938230,-3.678871
2.192501,-3.018904
3.307337,-1.430894
3.430716,-2.331257
1.569470,-3.556059
2.128225,-2.875701
2.495477,-1.557408
2.407834,-2.773790
3.068622,-2.708232
3.427187,-2.217882
2.371102,-2.884541
1.093643,-3.262131
1.258708,-4.084236
3.505984,-1.302788
3.348069,-1.475854
2.029577,-2.933805
3.678587,-1.746279
2.651054,-1.643955
2.681451,-3.022031
3.285187,-1.920523
2.200134,-1.744931
1.902785,-3.275393
2.115968,-2.340912
2.206824,-2.507627
4.424907,-1.734049
1.983765,-3.200961
1.695395,-3.578144
2.297667,-2.836535
2.484286,-2.535065
3.819658,-2.104709
1.351633,-3.670496
3.868231,-1.889321
0.903849,-4.396039
3.248227,-1.447487
2.669635,-2.199873
2.325741,-2.288853
3.410885,-1.396639
2.386559,-4.038032
2.471462,-2.786037
3.302444,-2.895564
0.923431,-3.548994
1.643858,-3.267005
1.109248,1.263371
2.137005,0.414029
-0.664274,2.255560
-0.157341,-1.859923
0.935817,0.061941
-1.866137,0.332961
-1.784920,-3.319655
-0.756377,-0.328349
-1.277375,-0.430958
-1.728963,-1.146669
-0.962609,1.815810
-1.204437,-2.096890
-0.848949,-0.353228
1.100430,-2.160367
-0.011413,2.376255
-0.050014,-0.648048
0.091780,0.474144
1.399500,0.723515
-1.909583,-0.360952
-0.184873,0.344860
-1.309365,-2.071853
-0.053351,-1.424804
-0.500249,-2.281315
1.343293,-1.665326
1.015092,0.017784
0.276850,-1.661321
-4.119798,0.497151
-0.425352,0.739038
0.464925,0.765225
-0.964921,-2.423789
-0.421105,-1.420414
-0.180973,-0.826066
0.135380,0.339151
2.257664,0.189179
-0.220524,0.518838
-2.956427,1.718217
1.661680,-0.261417
1.259225,0.708272
0.468718,0.966631
3.064579,-0.295434
0.374120,2.600164
2.729383,-0.626753
-1.911150,-1.208255
-1.630282,0.896431
-0.434072,0.004909
0.620957,-0.210190
0.185009,0.418847
0.110811,1.111251
-0.948764,2.172256
0.629939,0.264254
-0.027023,-0.974482
0.437714,0.934813
0.087890,-0.501156
1.240404,-0.390991
-1.056506,-0.214283
0.101498,-0.484382
0.757454,1.792716
-0.136901,-0.659628
0.005563,0.477047
-0.503364,0.349697
-0.690313,2.662314
0.245901,0.009970
2.027113,0.067717
-1.905767,2.297096
1.176681,-0.738683
0.041632,-1.250793
-0.419683,-0.845822
1.428099,-0.175038
-1.140137,1.698069
1.141570,-0.886719
-0.880910,-0.849046
0.192213,1.788427
-0.628088,-2.056653
1.258171,1.860133
-1.073474,-0.606381
1.979883,-0.507460
0.302969,-1.371161
-1.483251,-0.338560
0.934571,2.497601
-1.687410,0.635084
-1.405571,0.467318
-0.559144,0.169308
0.232898,0.568028
0.497011,2.295223
-1.402985,-0.102500
-1.783007,1.475040
0.791801,0.241945
2.104816,-0.061221
-0.811871,0.131006
-0.971088,1.575928
3.660467,-1.177534
-0.711036,0.278418
-0.968377,3.151149
0.798701,-0.379276
0.747125,-0.105481
0.241562,-0.060789
-0.002558,1.348541
1.464660,0.950174
-0.220728,0.586858
-0.008461,2.436915
